,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,7075.1979375590945,2004.0890244421485,2111.0416241315315,2216.345782131205,8835.822625704626,3426.45416731526,1956.7089275603316,5727.851623300441,5452.190767435107,9213.849932499474,5266.556258880852,6545.315291147552,7569.795984006886,7206.5393687817905,6809.269198809201,9049.411184880471,10280.494471976352,6802.921983627974,2112.8048706573836,1590.055781469246,17844.027806881633,2830.658322990612,6809.269198809201,426.7856780625406,211.2570861624298,455.84035592741793,401.45982866579874,1711.5436481630754,984.2745428480972,354.239668529537,666.515407062514,1121.061718501614,1159.3779568467596,677.1705301406151,921.5361516505681,823.652518724822,1061.9812288477206,1614.0981145574274,1415.348514321305,1735.0113670847877,1142.987002933007,455.84035592741793,227.98292330772085,1936.1579646904725,502.83438451992834,1614.0981145574274,28.144201587110913,26.700061081473415,44.99925129577258,39.473787442048426,121.37753310895926,65.532203369421,44.748431324794105,70.38058754626587,160.9529060478457,130.9697114380587,67.46189328943056,131.8432946519741,122.94278136261761,199.9302961136797,211.09511600482924,109.14446613045016,127.93897432064534,117.80604291797673,44.99925129577257,32.5977767548853,297.5636635507684,148.8005075163588,211.09511600482924,3.207340017763991,2.55100192920629,3.1070550816786513,5.038456982888252,4.871661013745369,5.392446788336223,5.06809057544396,6.45365599120833,7.043419087534597,10.67793542209214,8.482813733444521,9.906095511531726,8.479422345509509,28.531994608838755,16.588871298481262,10.106849875446919,7.384563907032582,9.68163134881691,3.107055081678652,6.983522105237199,19.544816050766862,11.749512653360066,16.588871298481262,0.8876517274642783,0.32947689047033274,0.3792101911557166,0.974788149495666,0.7226802829388971,1.484399962685906,1.0226948043250326,1.460349908913039,0.714400817932531,0.8440800149999055,2.8607045327726253,7.642983253477706,1.2117654087417031,2.793468980321328,1.2825198615241156,6.156420225791965,1.0393930751000193,1.101274858536425,0.3792101911557165,1.821323492028052,3.714737243630857,1.5160597476033686,1.2825198615241156,1.0
1,4616.798063779933,6255.5610780237475,5746.475939800576,10372.688889303647,4910.443779681051,4585.288840513644,4664.403253688076,8257.661182594979,4768.224236265097,4420.087713406911,4516.1628571917345,4134.953228577896,4649.096050228418,3796.155977243838,5410.379749100934,4092.812789294559,5009.348102685248,8461.098430160788,5749.273037111345,3830.2535680295696,7462.472875898943,1165.4948989693949,5410.379749100934,493.82160657950016,482.49516971961674,608.9839364620547,658.457615161394,778.2161935751567,1252.5711151285757,698.153581154732,797.8956909437765,1112.0015549718978,1133.9223022475146,551.467943305265,609.6489811190755,1113.5179964595313,1565.5226286729587,2259.714676191204,748.9863461278838,1487.6410646444638,1359.2991917944921,608.9839364620547,233.92334339024734,2011.7641760137572,689.5771373217601,2259.714676191204,54.56632669931611,78.84464420960084,48.59427263969329,91.74931918034538,100.15588744470809,82.96528985599335,60.50106022162596,78.66836301045656,87.55178488091404,85.77080990609255,82.57929910499766,90.0188946205961,88.33759176309057,140.30943842619055,175.93597262351568,80.52524773534485,82.20368423481057,151.45872585460992,48.5942726396933,40.45190483353181,130.19061436276743,71.3376974936179,175.93597262351568,7.1399964929927044,10.409963714719234,8.085805267917513,9.67529093280222,7.397953523656426,10.38306958915732,8.121190325638537,18.943912022958983,8.712854372614357,14.12364338334719,16.61248313975173,15.509826872915028,11.77522161246396,72.1526806907319,26.45594980115409,21.669687327050255,13.331205794555093,17.933366769690497,8.085805267917513,10.505290733725891,35.95342716540758,21.95259076544453,26.45594980115409,0.9144632425646256,0.633505481325902,0.6412780310984356,1.7040075054991142,1.0885972552057002,1.3354005316873017,0.9631533377467992,2.121479385663996,0.8051970048840555,0.8683010254243962,3.6899393560820157,8.726585359441152,1.1722804814846637,3.1484869262423594,2.3930601484082388,7.985760149104306,0.9204520336281544,1.3863475659880795,0.6412780310984361,1.8393326736943012,4.725457266868355,1.730416075295358,2.3930601484082388,1.0
2,8632.311210713264,4277.483109769815,5716.812232349857,5024.733736376715,12788.215048537633,5559.100963197285,4091.8078375424166,5999.572021069059,8523.736000452982,8790.21508334167,6051.940325855656,6069.9638754351845,9734.25687512705,10900.863476379025,9955.573257579064,9624.43088190422,8260.893657540419,7819.3387718523045,5711.333757334893,2522.0868634447806,24313.67173656732,4211.733656201417,9955.573257579064,285.89187416450403,274.33365110162094,286.6603505515084,401.7061544801164,1392.9295341530674,854.0471257211086,525.3429502979094,564.8474741057879,673.3942875761073,587.8499791328585,407.26470091813775,639.2898457219585,854.8223320379195,933.1683466992458,1745.7963138904834,595.3656254557065,862.8634183652537,986.8427574885425,286.6603505515084,173.4085638615471,1387.25673679216,461.9902955270215,1745.7963138904834,105.38591901086185,98.6491106683034,49.09805020126261,94.30102255157638,189.0654617594659,104.86488344118828,85.54488960212245,91.85196558113213,111.3510172808912,115.9406621074274,112.21989152659958,104.57849939302288,138.79392233765776,161.13810487969135,190.01740130789952,108.7276600248965,123.17487881120537,217.43664860178603,49.09805020126261,36.23935071649582,360.54386239908416,63.520263721281836,190.01740130789952,7.285667718802987,14.142012790413824,14.162421372936667,9.84243844425251,12.517551653672035,10.611986895628155,10.896364482061324,20.889406116417767,6.383224313146444,11.801769733000995,11.74502141140315,17.944282284847556,13.542662352900043,49.20345767762815,23.429292545484202,19.415718300965004,9.856217329813898,16.707119833816595,14.162421372936665,9.601189932364166,38.65665681200502,16.71436703445714,23.429292545484202,0.8596484105038396,0.7241272120289675,0.8816200586854598,1.8692574775799429,0.8706673963794949,1.3839390737782613,1.0624882211755364,2.5925321205476184,0.5640823365726405,1.052993631092895,4.051672498143895,7.804928223040367,0.8848688699593813,3.1852167005035943,2.8635374728412444,5.409070359088205,1.2775427538561654,1.2460674557649278,0.8816200586854595,2.0766944234818094,4.505424631429619,1.6309098155507091,2.8635374728412444,1.0
3,8487.264240779496,7511.296615858746,8387.797104970463,6239.171909802775,13798.709213462216,9277.520276691466,8345.837222809934,9622.141640517411,8259.05748140001,25280.058362349984,6902.226107868461,5547.185400592691,15045.232122887206,25817.353736300127,7869.964879788409,13564.50789587966,19215.76255740648,14015.052617063146,8388.03693242527,8608.907653408969,28564.906690798438,9203.227817411444,7869.964879788409,323.9951378292968,331.2603432228425,195.25728436658787,295.3039054721341,1228.100014720984,1067.1111861869667,469.0676222018789,588.6104454455909,772.0824994186321,693.6397775718156,481.7564528754279,731.4387154365317,663.903413700973,512.4424999237878,1908.508512548765,562.4342115779316,1091.2697643182685,854.548828143248,195.2572843665878,277.77080645252283,2111.2903117480337,362.37398686288856,1908.508512548765,47.61347592129171,40.955173129887825,23.956090011697164,22.989206218634692,135.16466212794282,61.422905217959006,31.14479819375183,35.981946733171476,94.50503322602282,69.17187739281555,34.07481797232135,39.558212868710505,63.57445848886101,73.13797864495048,60.12341132664281,54.915610470679106,65.36649086155757,68.30414149052439,23.956090011697164,31.392170410683875,195.2108995237889,36.60057765034755,60.12341132664281,7.918571085109911,8.12141428948396,6.505443443808281,4.942337101801233,7.116231596307914,6.347066310780877,6.207596717965659,8.116058930255482,15.96583144408997,13.516410107900485,8.570754076436122,7.696727786620029,8.669578375634426,19.437865500035084,14.814309942333859,9.36073409845387,10.959970929481788,11.179152563501372,6.50544344380828,8.82934216287562,34.44650820641137,7.471626012624307,14.814309942333859,2.2020890095121306,4.278981351458843,1.6878564071380011,0.8878151705776298,1.6925770714619326,1.9484828371109744,1.3347212404075766,1.9449611847610648,0.5477407880668024,1.2568185516928363,3.0949453396403928,7.8902374926280405,1.1993386233565184,5.179645676883143,3.624927246634138,7.458501293691044,0.9329354579054291,0.8571141460126142,1.6878564071380018,5.0512488924208325,4.1643979638201465,3.536052328082786,3.624927246634138,1.0
0,2773.7499395747554,3562.0443900088103,2279.9354935089023,3433.439107960925,2858.1831261019697,2544.199541378873,3131.921875327534,4996.700997336342,2961.0542584664868,5246.9902134579015,2272.494956238024,4757.760626057494,3003.360636358178,5187.853348224983,3647.003165802582,3530.677218494674,2961.061326714,3469.5227843179055,2282.416125338763,17298.05628627473,32033.837953913328,1690.7580599040043,3647.003165802582,320.994600272917,428.90994551972307,257.7988997176811,147.53722258967096,407.5606909531734,949.7857396275516,284.1264597496003,279.1497209128741,388.7950550531462,735.7914850669702,194.3658364290678,121.1513718271025,490.37609332088994,456.574433403349,314.66091850011344,138.75868233046998,946.8402907851093,389.053221645849,257.7988997176811,259.50878877413277,741.4359964270398,104.20451368106059,314.66091850011344,41.72954483135408,40.167885293629155,20.270184312176156,21.2004134027296,46.61781483521808,29.308390058680576,23.565960257395723,22.63792717527279,47.00223068379483,27.196783323700227,24.703761172605496,25.22219121866014,50.04948093270333,38.88451347336243,93.51721927504452,26.080157401507048,25.675008944382892,37.81150538233725,20.27018431217616,36.21792853837414,125.11109807473403,25.342968129260466,93.51721927504452,73.94901504617455,85.60259331634089,21.024928124386133,3.103600993655742,28.050201308376263,17.225198848000353,8.680232404942803,4.564661631045724,6.621600216398752,4.985032552434459,5.1557711667170745,3.5463597952285313,10.105881269719383,14.778148326299409,24.24285812826183,6.751583171700224,3.585030274711355,4.488719468744807,21.024928124386136,39.98599209103729,36.567780946976086,8.626490583811341,24.24285812826183,103.02307516296614,102.72608920428587,24.027372345832013,1.8632733670858874,41.983140003771595,20.623246678792583,15.035243120227827,3.0213465834372606,4.695601459168268,1.9938068865726724,3.024712525349485,6.497082585686723,7.605695548248621,15.00614538628455,22.778871721424487,6.19965990577764,0.9265797079083242,1.206565293475998,24.027372345832013,38.785809530137094,21.47047093984685,12.167792090401301,22.778871721424487,0.0
1,1605.701984129628,2856.394687752974,2131.011975080939,1225.0040291486214,3726.1214410158327,2797.5891133357754,3161.05451444496,2497.594979833721,3601.8026896676993,4758.229450701474,2755.1982498918737,5869.381713609749,5983.072471918469,5961.591144390251,6068.852022262586,5365.504227835233,3477.2237343329193,3658.7995777381093,2129.831901992495,12269.62001635512,15124.293949820063,3612.171748243626,6068.852022262586,271.2170871339532,204.80720585875918,218.86613061148645,180.64494667212892,680.2680711121031,549.0391581690925,172.51046942704136,310.1404345467061,520.8663539770592,700.2513227866535,205.05390557106136,277.33429316027946,675.9479703099767,639.1240938077358,414.9951681086826,358.9247375423381,760.8134705070676,321.3908086923726,218.86613061148645,242.2050678198518,643.8382425390406,224.70400672912305,414.9951681086826,21.668573405705136,17.412516309974695,21.892017722416973,23.127947648697766,28.214000991761875,18.594741096651266,17.200480832079805,37.05348277399144,40.42346845950731,33.93748542663893,31.759319023695895,33.13159618715765,79.51381248831929,43.64819621677461,99.46651072492473,49.15747361639801,24.100744014844196,32.94358151087595,21.892017722416977,36.635259016743255,216.8281873719708,28.294555237202903,99.46651072492473,12.387158899659635,17.902062093422405,6.6932061040446404,3.9944601170479106,8.427846293139357,6.48695853464761,4.614588965507397,5.559575853866845,30.200795869185907,20.977224712263247,18.112331646800243,9.026855445511476,109.87559021383107,131.2419837384025,116.35313704901559,14.60047773921978,3.8265298598428483,8.157424181143925,6.693206104044638,22.986570276378842,54.460240874588365,69.17762848047872,116.35313704901559,12.993269448957523,18.990454636659074,5.935523837482005,2.0011132026897713,6.388761459238261,4.853018676298559,3.098833864112796,2.4462259405279867,37.01259933996154,20.439866960235367,23.573410584618387,9.098137428398879,221.8663948585906,155.9138275939162,201.44998202237332,9.994417875545539,1.2331567123783276,1.2838728785305824,5.935523837482004,23.85304201348603,91.81179177393412,76.68538240466357,201.44998202237332,0.0
2,1743.8931494215972,926.828981352254,1594.5481622095483,1970.2704377421817,2980.0361560951064,2348.0488280999293,2060.1581963299654,3128.399840937804,4058.4443246198316,4483.908524266353,3708.83063944959,3088.2374821490685,4306.987924189252,6068.860443913112,5409.567707264639,5084.667411253936,2630.8172543720916,4582.839074081466,1594.4231011520328,1088.1284474415038,4912.766618852474,2323.5008266914315,5409.567707264639,248.6494721395275,199.00455442284033,227.15184670730602,308.10793045156663,556.3665425833394,528.3461060780269,213.00151043737438,348.70421161525303,794.2592673416184,723.7097787140793,252.99259453400944,364.8146392249259,708.8579139745821,776.0798015402662,417.82333149605313,349.92961335507647,778.8196001102809,329.38686696426396,227.15184670730602,99.97177133152388,747.9972514202999,253.21951864439984,417.82333149605313,14.493378712005187,10.926178582978764,25.638001432841715,35.069383001216046,26.205312570088243,16.925476579534738,25.194885236352356,27.739533269382953,32.281435557410134,31.877654724308066,27.161978890829644,34.80609494006895,49.79332231630567,60.76846045884192,68.50660696503871,40.45356028634817,32.23286993951866,43.20298633830062,25.638001432841715,11.674810205917787,159.77790896612225,37.97568024043783,68.50660696503871,4.783220473099779,4.994593799124199,4.664391638709033,7.272171111514812,5.108690729195928,4.729133338973323,4.316910307860963,5.827258697116077,9.239576142869682,15.420377821781786,10.608872805272549,8.042955293250715,24.384568251886368,78.4221943494482,115.4366005673412,11.173682651099051,4.390404363319631,7.811206405157392,4.664391638709033,8.980042069321719,61.513543230772584,65.2135860812622,115.4366005673412,3.258979755074414,3.7849610198055252,2.2182372071988996,1.8950528793529966,1.9457820120883684,2.3042717996612767,1.567766160395927,2.0135536511910894,10.109791914714503,10.883558441707144,9.8982648449503,6.08847048155931,25.96474265619535,74.32476028619968,87.25917536292715,5.847508656148292,0.7382467846145936,1.3335483646684518,2.2182372071988996,4.405887591749008,18.276139851017064,62.925344579584696,87.25917536292715,0.0
3,940.7428756413678,1361.446237201921,1760.064356173376,3394.7421229373876,3011.525271052113,2616.4871254433315,2349.392495280678,5190.536303444352,4062.1643286102035,4176.856108247447,2958.6922572505305,5765.665423675167,3545.84767406674,3718.218737724611,4702.179769856008,5599.192863080114,2671.3170933601746,5281.687008893878,1760.3323986228675,1286.3065727041746,3660.023339660749,2331.7569461484336,4702.179769856008,269.4207970632292,262.58581553780044,327.3438605589033,180.73806841079121,519.774229352844,695.2545180772327,216.6330500729802,299.60793271539603,551.4095391448562,756.2267066155255,177.84096387613332,207.17204925227793,539.2165139031022,570.7388034727896,465.6672935788496,288.22683864293816,891.2224748452356,283.8540527298401,327.34386055890326,101.60800838434818,418.1823053558778,170.59443274640049,465.6672935788496,14.340782088886918,10.741689093018639,14.469366024924383,37.61834600252602,26.18593962924413,19.898623961856277,21.664589476103753,38.90585514816829,54.14587658289375,41.4518399984388,28.748617517437033,52.27796941137361,63.393909648975495,56.81500851711692,73.51614575126466,73.30455321944387,37.12285735949973,44.1718656326471,14.469366024924385,19.55081954510931,166.030815959378,34.774057393044345,73.51614575126466,4.346675682354605,2.911020065433778,3.9253702032663123,5.932973598090419,5.289704459087899,4.982540999073682,4.719436111643918,5.662178462548185,9.942602367553924,16.784715444488178,11.486550289913867,8.872790156837434,13.218672599118007,67.15020123983967,107.6883857976634,13.467103300853617,5.1555526148274895,9.743883125825377,3.925370203266313,6.833390934995987,46.82062481814337,62.22897145870244,107.6883857976634,1.1279071355882586,1.1887480858696728,0.9463526874748698,1.7675147009037067,0.7824421938615924,1.5144484883130778,1.0035531339626411,1.7555292985918005,1.6085374697329546,8.768240201846806,8.143618826974306,5.149996610699266,4.848192309562041,63.735343254641236,103.25729529862515,6.610705294713128,0.6055401650994068,0.7112927389844057,0.94635268747487,2.6077722170768816,8.023585415631564,60.917474367023345,103.25729529862515,0.0
4,686.9747682343049,1043.3172362909465,1236.336899489965,1996.2239319318226,2245.669818948507,1601.583382444171,2108.8029857392708,3440.9935746470665,3174.204427522547,3274.9300647604873,3414.0103355704964,2720.061118483806,2976.5590307094126,4134.107850988466,4644.345421625585,4393.4709440713295,1671.100112937373,5615.195960353879,1235.2115406141834,1359.5395216298325,6739.700166820451,1911.5071138102805,4644.345421625585,284.5024783268562,234.31184507873175,256.48368801186876,217.8964714791365,340.5093358628365,354.6894150926221,223.66057194991052,257.42469542911687,554.6165582570026,416.915813911875,200.11586626070132,218.85283855684781,452.89146297325254,284.5237481519433,249.74215652042554,168.36799854842042,413.0249443253149,319.26498371416335,256.48368801186876,131.75670660953077,304.9462454594351,119.15504127289502,249.74215652042554,10.545531620663056,14.718080886974334,18.34369236994151,25.92092678691671,17.29197713022614,19.124105808294303,12.883234637154533,27.641694608428683,33.06890019153337,23.571163126465475,20.932219117125257,23.100711048792743,26.380997592704308,20.603886625748093,51.605335397231606,22.330590749697404,26.095474456543794,21.589489796722123,18.34369236994151,13.275794411904092,58.63396396510051,13.37313312531862,51.605335397231606,5.77252682154935,6.2257227936352395,2.6700685149295054,3.2882695888405706,4.379066715972275,4.3787894574788915,2.9119853719480817,3.37540702414197,5.398486132974436,7.060031091651163,6.9638191055946885,4.495232212467827,5.827566347478745,31.717685333451264,51.456023517422906,7.22188148127635,4.559849091533496,5.25901896580925,2.670068514929506,7.729409155398862,18.884974521962057,30.348342971259758,51.456023517422906,3.3075908833225354,4.72174020371664,1.4664300087631903,1.16496346648403,1.660733343357569,1.6027696082795668,1.2285394429473377,1.2972913267323083,1.5062495104682712,3.697730339533979,4.846260229481001,4.738315046728508,3.4489554356794545,50.985326146842056,82.04788468792762,5.653169576669539,0.4982110029178873,0.6583169003484027,1.46643000876319,4.1189204800639585,8.212407873816481,47.299258496255646,82.04788468792762,0.0
5,578.8808905322863,1144.8113742080222,1155.6642205637413,1776.6330231124168,2386.268525085661,2789.7831502962913,1972.4711270199562,2619.090998886201,2307.384455855914,3589.951022438729,2322.4204578357126,3893.454526626523,2788.161905176014,3545.116003801451,4110.430591485294,4058.9991845782292,2967.5015812765796,3956.7024512365188,1156.283425311927,917.0824930755646,6030.898178566851,1661.3910053866557,4110.430591485294,273.7990915414426,131.53275937455922,304.6050264903783,261.21145204259625,521.1689424320849,464.74346747037754,196.34796761796102,291.0034463424191,614.7063344650317,629.9280838182028,204.77450446534286,243.9998994911046,418.1693031405175,400.490186645884,254.76251801889694,202.3651280394588,703.5215575501697,377.20518804877105,304.6050264903783,82.39719761779162,257.2723542092318,120.33525002610523,254.76251801889694,16.239300914454937,11.142747527207028,17.367794552323645,19.316860454495774,45.99296892707799,27.08808297719049,20.713694455586058,29.45591936785706,50.87227645841424,31.20827962406708,17.643776895155547,24.802284816395115,22.12447747921118,29.04761780630371,33.24819717423429,27.690683279811463,36.245808370906204,34.66202569967818,17.367794552323648,12.549343918681576,45.99070864601975,10.624178490328188,33.24819717423429,4.656927600712056,4.720994795822769,2.314901567418576,2.169814725288675,4.763010575127097,4.36420410287411,2.8015449046794756,2.9409857860819923,5.402465355912806,4.166896351781567,4.089952220045217,2.838639139888385,6.672838362424858,8.346845926386319,4.339097024377058,5.733600027476093,3.6809190743217886,3.9250603303626215,2.314901567418576,7.465860620037102,12.34303546211009,3.6933031860886447,4.339097024377058,3.0538894118526323,3.4652032760109526,1.755198322596983,0.8354516684892693,2.035145025291883,2.178759226106737,0.9289703702888489,1.2343392578783237,1.1867116135764488,0.8571745478347054,1.6588163161972527,5.3425714949596035,5.457327167312479,7.757471420344092,2.141908740491375,5.027741288637115,0.5885588828046159,0.636562164502105,1.7551983225969834,4.1287110023688225,5.984858742703617,2.8589387014282477,2.141908740491375,0.0
