,Mean Variance,PSD Delta,PSD Theta,PSD Alpha,PSD Beta,PSD Gamma,Label
0,5.125896537896878e-10,2348.3685986284263,114.5677903731588,31.368016634972292,19.655149435495925,23.45465181145211,1
1,4.306941751879274e-10,1196.4064356812185,288.995759964305,87.67596355426002,86.94533200490898,71.76038636742547,1
2,5.125159624548656e-10,1785.3501183003284,223.33863859985507,48.04723227194921,39.50954107285987,32.3863902597412,1
3,5.125896537896878e-10,199.8120433898084,62.01817263891777,14.567697798721786,4.7162908769170215,1.2855696479880057,0
4,4.306941751879274e-10,222.43133796448072,51.36416368809864,16.097203602679286,4.413280675889912,1.2623948739888085,0
5,5.125159624548656e-10,201.368277782032,46.76029288858835,22.2995201404139,4.264120567784965,1.6775494671483289,0
6,4.3503879540986467e-10,216.15451125586202,68.87239894743942,19.840735545260998,6.144804910430821,1.5534188358645995,0
7,4.892185998479402e-10,160.9731831422235,65.73366135082453,12.671339078669774,4.869935120891336,1.0019656694021142,0
8,4.1536267306912887e-10,224.53780254304334,73.46647771644527,16.291743059372973,4.398882122616438,1.2284303202421591,0
9,6.596284304048242e-10,225.80757249021823,62.463711801159455,19.03306204221047,5.086801591969,1.7669314213260727,0
10,6.871340559415295e-10,284.4892386671553,85.40242374437813,24.284119535348506,5.843837157838816,2.109354828298548,0
11,6.066071446624606e-10,407.7410008354924,107.76382958676477,21.8786419912676,6.0525215330215225,1.2557153411863835,0
12,2.371723283070302e-09,216.90402730173162,90.74345099338349,17.626089613474914,4.885936887189438,1.4653230444209349,0
13,3.0646264604990976e-09,229.56492843353837,81.6902387741884,22.172910362813735,5.606434253559835,1.314931773064858,0
14,2.924935109326851e-09,308.2289848230143,90.5125293770355,20.59273187354486,4.763316587042837,1.3730493661042575,0
15,2.9369595772795783e-09,197.96882841755158,59.72682759461156,15.402096117794585,4.165188078086337,1.7108699654105062,0
16,2.467330099056026e-09,224.53910002398808,114.64858062357773,21.776861457602035,5.028328808658329,2.0629154532536247,0
