,Variance,Kurtosis,Skewness,PFD,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Seizure
0,1.2647991086690296e-08,2.3861078623875516,-0.16532118732159706,0.5771722640852031,0.003940382165471071,263.98071091562406,0.4206806091518114,1
1,2.195710389445565e-08,1.1561395160705896,0.4024217505739221,0.5746847385431767,0.003715947718007115,308.87318753302503,0.2900124147921649,1
2,1.9763915297706935e-08,0.2688372729100065,0.1088119936264598,0.567927225156124,0.005876752898919813,214.42803181979343,0.4630819969246429,1
3,1.9678555470899676e-08,0.14804130950150166,0.14898153542127046,0.5672498173301861,0.005259570223346713,233.00987096654598,0.40519953804813774,1
4,3.085599732306152e-08,0.04589472233963569,-0.18064213265276285,0.5757338294573914,0.0030307900411941768,377.87652619750787,0.2169435211775635,1
5,3.1024433365668434e-08,0.8950766791339683,0.3679548209802153,0.5849933383417754,0.0016277295360557955,575.6034936398804,0.1219158398389166,1
6,2.997514124516779e-08,2.0767495905979474,0.1012583654759382,0.5730961002808039,0.003929529763310604,447.34198621078025,0.13931283638396227,1
7,4.655693727833015e-08,1.2433153432019803,0.6036808850083913,0.5816241693036673,0.002473590570961739,529.6312522246864,0.1458929408870703,1
8,3.625421842817962e-08,1.6119335342304826,-0.25305283897911457,0.5737763728271679,0.0036048074336966288,421.25314308744623,0.1445119937573997,1
9,3.01758560342438e-08,0.6064207223583208,-0.022604569326879136,0.5750239702830576,0.003966382067635207,365.3255714206836,0.1594376720061919,1
10,1.7468553130713336e-08,0.9616619258492995,-0.1034195285799896,0.5760237278138165,0.0030802151516023182,428.5805606316285,0.1489382283456729,1
11,1.4486965621180469e-08,1.1240998558960087,0.3728735328184203,0.5800411066569598,0.003182215425417886,429.70630657026686,0.1656252770683229,1
12,8.424608580609201e-09,0.9661391725506642,0.33204683954509456,0.578202312538681,0.00249316943407704,434.7188722071945,0.15157387895763275,1
13,6.7554565530870305e-09,0.6680205185008052,0.28183991905235306,0.580513361808194,0.0026605197521341033,391.67068814798034,0.17379352843563606,1
14,1.2889126780405456e-08,5.701281216214284,-0.11971699575614753,0.5783292917194115,0.002498958704495995,459.02787569538737,0.17433169818520752,1
15,1.228467030498212e-08,7.2237047445474145,0.033359401909758175,0.5773590173227031,0.0026335599426457034,424.1170127271485,0.18552001546490648,1
16,7.778999928288086e-09,0.09924742899082037,-0.03404381519123348,0.5827564416895739,0.0027000271206524644,377.20506385427046,0.1972343297475799,1
17,7.297037857533117e-09,3.273125725377863,-0.042019059378504336,0.5668685820598234,0.005371857836452289,226.8354403506988,0.3766160786291593,1
18,2.0017087315160235e-08,0.5299750657675233,0.2302998645612891,0.5676873857472564,0.00423137776441774,294.1366747625702,0.28507559347464506,1
19,1.56426972806703e-08,0.028790450899088608,-0.012288240031481898,0.5664237376084315,0.006152875791251972,208.63282565534405,0.42820885953965376,1
20,1.7248512645730774e-08,0.03955291627239399,-0.08846087782282898,0.5662218382466108,0.0054812729702325355,232.5537288894629,0.3813689625936367,1
21,1.7020893434045133e-08,-0.07736991837494071,0.1130007778735293,0.5675726285446022,0.004170408110231531,283.5210705755121,0.295819631529681,1
22,2.3495777179708604e-08,0.28144366892226585,-0.02390896348640481,0.5675106727438941,0.002871060594203853,402.45002393064857,0.1821558744255901,1
23,3.3732679713387826e-08,0.1262055426742518,-0.14068558826939712,0.5691398226012591,0.0020802018891926195,554.5467974204738,0.1449072219884786,1
24,3.0121843637235555e-08,0.9976297901342412,0.2722838464650511,0.5634879165089826,0.003452445470096977,508.00492427622873,0.07829418541591097,1
25,3.015816606522758e-08,0.6933718885407579,0.2084869309910508,0.5624728052239669,0.00461716787498659,369.42351632618517,0.12053867346677055,1
26,2.3129038827299932e-08,0.3264539741887626,-0.13035696545166114,0.5688703331497907,0.00381776114976149,372.390956053988,0.14557810458882162,1
27,2.353683657086797e-08,0.7712537724490517,0.4628981139930664,0.5699600619194394,0.00267505853567276,470.66487080335475,0.13013798764397486,1
28,2.0817881321442502e-08,0.6527553616765465,0.044813996145678124,0.5672711721288725,0.0036702280321955104,386.06315683505784,0.15979485008721012,1
29,2.5219954880694e-08,1.181290731906148,0.4168510595242669,0.5662599747963323,0.004444668257827289,346.35337664415573,0.14842282565880274,1
30,1.5232981757446794e-08,2.2232020590868937,0.31305347270815737,0.5683840825819332,0.0032236963937905642,423.3137114671292,0.15540058860823333,1
31,1.962689737753708e-08,1.3147273157452222,0.08018100059347992,0.5667100828102758,0.003607206601087621,353.36991020444015,0.1480531222039734,1
32,9.297174232886226e-09,1.5945633837225168,0.07504110103349043,0.5652573779869224,0.004751604717465514,283.8508001824348,0.14280573255901755,1
33,8.976197409507937e-09,4.631524916996772,0.5778174464229299,0.5675903056627812,0.003347776147725821,386.8912797523727,0.16628943897122214,1
34,4.279389377870182e-09,1.2006097712254833,0.045089717901143835,0.5668134542501774,0.004720855981377441,269.8344131643046,0.17987683614602434,1
35,3.048580401938064e-09,1.3811471447086558,-0.3143036595710805,0.5674836095954799,0.0055892187615845385,245.6418775261792,0.1933165247978822,1
36,9.530054961861886e-09,3.135432103743766,-0.00471565807133741,0.5734828567766804,0.0049785298183061995,209.1430899613449,0.4262920539321759,1
37,2.7358766506663357e-08,0.33357641958867,-0.020152251244427863,0.5794213209979441,0.003425304923782775,280.77189281829084,0.3184510632668525,1
38,1.8670322021255668e-08,-0.14809490449646254,-0.02004637523656525,0.5730635205946805,0.00582375056365272,194.0557125846126,0.4848489136708415,1
39,2.3177640938931365e-08,0.02443697641250216,0.06615326482846458,0.5686261464129064,0.00656715119469745,182.22815210878838,0.42625998321312986,1
40,2.8859832855987602e-08,-0.16260646604760734,-0.11559226757515352,0.5721747025559442,0.0046674100029983475,253.03869642492919,0.2593508976263164,1
41,2.664753281069626e-08,-0.051103938012088936,0.05620498164381765,0.5815077159784129,0.002778397224720866,359.0880008705241,0.24107835882657205,1
42,3.534214852752908e-08,0.4188636064528089,0.3215584025798687,0.5829035756546168,0.002177279493907955,498.06038703221384,0.20227347003377769,1
43,3.5951632052806296e-08,0.4860978066786085,0.09377347357093184,0.5831848290679617,0.002214382238701407,570.6380960194837,0.11770367538605428,1
44,4.436927320744034e-08,0.7217079169421403,0.3162539061857659,0.5706741583030749,0.0037748378943550827,390.5746209273452,0.16140493411277926,1
45,3.932427155625288e-08,0.7230300161817924,0.11597283962823275,0.5747182024014589,0.0033691839659618352,373.8406695131442,0.17610782899554056,1
46,2.604794379663774e-08,2.0622764203748325,-0.19855308216351072,0.5692103469222893,0.005242131783476006,290.76099460817045,0.1906956170108233,1
47,2.533350559119683e-08,1.5387154115281645,0.3436532239674071,0.5810934703544527,0.0029352831394629107,411.5358370987674,0.18111318121067516,1
48,1.376773549516348e-08,3.0970581254919174,0.3428575080497533,0.5789164299705989,0.0029151992461407005,367.14116981666285,0.22498947565808228,1
49,9.4065629740185e-09,2.977704174108116,0.3111540585946851,0.5750969176507604,0.004388853174676018,237.6266154858076,0.4309125332256337,1
50,2.9481750367718213e-08,0.4445573488809016,0.121754028972798,0.5811261806341178,0.0027650711892463022,332.6609785815437,0.3012976847686063,1
51,1.4642619705997478e-08,-0.19118198427651087,-0.00062007269261796,0.5726637154912431,0.005226240084879636,212.6494359406044,0.4216745767276083,1
52,1.8565433919815802e-08,-0.017636140777038383,0.054345028878785374,0.5682429458605868,0.006929245879691871,183.74178608778527,0.4327260503470141,1
53,2.8926881468278985e-08,0.1060587067355694,-0.016286431563175028,0.5695604549612082,0.0042268890318073815,319.3337750147503,0.2345576405373045,1
54,2.949646094325372e-08,-0.03193234756744201,0.19870113537488887,0.5850140263219687,0.002265491654726823,425.569164805933,0.1813332856286947,1
55,3.0440625053317055e-08,0.03531164940411702,0.07832416952169989,0.5744347052951179,0.0034142571882634053,402.60512895504417,0.1555670652194554,1
56,4.156744025438083e-08,1.3465848627094668,0.4191782219766263,0.5666442521452867,0.0051760734950504405,272.9277334704684,0.2013753615073644,1
57,3.619233270953936e-08,0.33857086284230675,0.009152791259926815,0.5685280592578502,0.0046778545914418004,285.084068349926,0.18842804073941208,1
58,3.3889350408237335e-08,1.0419179797316034,-0.007303464206216405,0.5727422042022665,0.0038088971434805407,336.83287602925253,0.1844568767555649,1
59,2.4345861180835248e-08,1.0329334165172044,0.2513104540505557,0.5716655957451259,0.004867975049297922,309.69013767344296,0.20829219464196336,1
60,2.936214965532542e-08,0.5230983847094237,0.02400579374537978,0.5668759899449464,0.006487940379586929,230.45702887813985,0.2481963862506137,1
61,1.8175764858904188e-08,2.738822344703293,0.5690730926844746,0.5716832786018686,0.004319493262415168,323.218141185818,0.21598369172852866,1
62,1.4977913398756045e-08,3.4211853559286287,0.5712519334513736,0.5703062878021361,0.005105578426000453,282.60733148998503,0.2305244788026286,1
63,1.860857531991494e-08,1.8546018207136568,0.4511042624545502,0.5741572432304706,0.003637647900821249,351.56368083661783,0.20147543861498246,1
64,4.851578261637402e-09,1.8231021268525576,0.2694555346420123,0.5642024739116405,0.007160521771643831,189.65207169682103,0.26988687763329805,1
65,6.400150965016318e-09,2.3994199977499138,-0.1229302101646465,0.5712466269968811,0.006071327307681711,212.0800216085627,0.4507491093835823,1
66,2.6743643021850052e-08,0.2619481905557817,0.03559339777801157,0.5779333040811093,0.003194955861570687,321.0161754957708,0.24558391639573865,1
67,1.9487861179821932e-08,-0.07567323647329588,0.03330647501541415,0.5754105722514683,0.004818005245317702,237.4801996637473,0.3727292552999597,1
68,1.725245594989312e-08,-0.1587910338505938,0.04010714307120232,0.5702907208544278,0.0056841574567709175,214.41660223543514,0.3504371093299037,1
69,2.8612259979080677e-08,0.1406261872452236,-0.09647435195967664,0.5716871606198132,0.0038081404093812774,308.44226782168016,0.24397326181079046,1
70,3.25102393773445e-08,0.20407141590063227,0.06925575886495113,0.5710702570692382,0.003312815095600585,418.02357967000387,0.19282773589038574,1
71,4.3285454903836935e-08,1.3451862232477445,0.14084341618557691,0.5651587429110266,0.0035407564263441123,426.90232440696116,0.14524603220218335,1
72,4.892795806183284e-08,0.5835179952128556,0.12273435493087702,0.5668072521118218,0.004052535994103677,361.1484705891256,0.16767556996945307,1
