,Variance,Kurtosis,Skewness,PFD,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Seizure
0,2.4575200098516822e-09,2.009425357390052,0.024720658148753082,0.5820327093119372,0.003604136034495862,308.8837053998502,0.3679607700275096,1
1,3.597120606082897e-09,2.6206179507870737,-0.015197821932763712,0.5927629784224292,0.003469338794783421,226.60307271038846,0.5561607367931866,1
2,6.4963665990747515e-09,1.805859413600299,0.2807926292431973,0.5808709338070273,0.002887474239931988,435.95816060646484,0.1540959240729764,1
3,3.139668606223626e-09,3.637131622211148,0.2634365082349397,0.5846594948661028,0.003527620914297511,263.8882561391479,0.4768493486639922,1
4,4.8581593453842345e-09,1.9609543290340237,-0.13146882073230584,0.5780975707760074,0.002530373599697355,454.4521301754564,0.17847476579975624,1
5,3.2850030843970144e-09,3.3645717199655625,-0.0755392299433453,0.5706029486083882,0.005800652872495747,245.098566566934,0.5791711694326689,1
6,3.494209123236052e-09,4.702465951850589,-0.6971096347648323,0.5886218911483733,0.0031385161012370505,282.1294091837629,0.32774378594830483,1
7,2.386427203734512e-09,1.1370098422093935,0.14923967608950492,0.5864303463724043,0.002433945644854886,373.7232615376954,0.2214756467993039,1
8,2.501404861240013e-09,1.89294692618175,0.19916550390142387,0.5758060669115755,0.0035291549384550585,418.934054464946,0.17586814650347313,1
9,2.9618639307940264e-10,15.512764494279002,2.5339973362914345,0.5766655745153669,0.0047072623329525365,256.5642886274257,0.2859314073742357,1
10,2.9064438399615604e-09,1.7653100333062988,-0.2174708781001776,0.5879234171161974,0.0033174827543694854,300.37863046858416,0.3220734987287862,1
11,5.205061195437753e-09,0.8455499945837385,0.1586958109068065,0.5848068336224788,0.0033296621975692988,326.71900156162997,0.29969644174300464,1
12,1.804518431129441e-09,3.4120396830270248,-0.3412044934482427,0.5802364000833817,0.004641309549710385,254.7667617131925,0.4913995300978409,1
13,5.169330251467642e-09,1.395682346547245,0.006203243335672792,0.5747949394247066,0.0035062330016021413,436.64952141042176,0.2050110563569832,1
14,3.702259726390376e-09,2.799855851577112,-0.6032559279917424,0.5979259289437012,0.002740081883662873,255.54270404315858,0.3647084756113446,1
15,2.135599944250974e-09,5.169043697491657,0.8320525132992507,0.5866286106712207,0.0036754388172786437,253.77463996304252,0.3852680214685327,1
0,4.4477127585503945e-09,3.131801881920332,0.4651548349338188,0.5806162297689779,0.0057651952025157905,324.82630327748785,0.3644341699383027,0
1,6.086741044612787e-09,1.8805292216873168,0.451906938938113,0.5720447403426775,0.003998773771910262,360.274322228392,0.2655198057503215,0
2,4.495699078142838e-09,1.8554061054559403,-0.08170507842934689,0.5747590746387478,0.003422352009572332,444.96240738831324,0.2432936223555237,0
3,1.4945996814509031e-09,2.8077447833503726,0.32735953007351754,0.5735218161840002,0.004148332934659504,371.367693267089,0.25819543618163915,0
4,3.543723054019989e-09,0.9501897609319246,0.14036815962634303,0.5922859996921478,0.00262397783079432,305.4623139967985,0.3600734615468017,0
5,4.4816542591215115e-09,0.7324830175865121,0.21688736322478394,0.5870892226988661,0.002883658145970953,342.45295462877544,0.2581678917364868,0
6,6.9543044233993125e-09,0.7121546705202072,0.17338392095101382,0.5934074917406545,0.0027255340691714146,302.32554454918494,0.2670990535798154,0
7,6.842093720664541e-09,1.1013049080615485,0.3776607433110995,0.5986498013587173,0.002320678675485719,310.82991295524965,0.3439460587592091,0
8,5.35457996687175e-09,0.5361366159981128,0.0977597062759183,0.5956897566448506,0.002291624124002502,320.083487750395,0.34123182247892303,0
9,4.731131712808448e-09,1.0760990768840148,0.11849685122749948,0.5877669473605918,0.003843912455654965,289.17268203658404,0.35583616621805364,0
10,5.971196161259997e-09,0.6800421253004877,0.04282559570525222,0.5875905840835668,0.003205487305603921,302.53323736971043,0.3215590528676754,0
11,5.137489796081415e-09,2.6059181995657896,0.5528315229625264,0.583220794718191,0.0031405100432176,322.6718522444898,0.33609588282231795,0
12,5.317548779417306e-09,2.908172816199368,-0.16085816069603762,0.5886828224872404,0.0022972872646194863,429.5473888940229,0.26351365572443364,0
13,6.767836104905469e-09,0.7081327608047637,0.08341331670747094,0.6000944000010867,0.0018896283363072234,386.8168527896303,0.3104593337832142,0
14,5.248856237456722e-09,0.4167683855257885,-0.08418423082618838,0.6047723685342673,0.002157961119111438,282.30705486436256,0.3532592311512461,0
15,5.2267929991899995e-09,1.0230999240763252,0.3129504319145386,0.6010553902810067,0.0021934832660392197,282.73679935910155,0.3455164330536855,0
16,7.15734012355696e-09,1.1474471708384455,0.04228543226190845,0.5948844268148186,0.001905635097507502,443.0085633063335,0.24757139308176265,0
17,2.1948314766657474e-09,0.8947540039294691,0.10729875708951774,0.5908785142645608,0.0025786493766911337,329.62132876616795,0.33956094042115426,0
18,4.173151239059847e-09,1.3783507377934978,-0.30887527522562125,0.5938888290072671,0.0022262094994744174,361.73088549407794,0.3001613041967347,0
19,6.2653667071454074e-09,0.20619800234132488,-0.14263656510368253,0.5995096128239509,0.002142371449260884,324.18501768652726,0.3288876031100961,0
20,5.441525279033962e-09,0.1457225093969119,-0.026867598418676805,0.6077368282221639,0.0022543798471299837,243.27024672409283,0.3868442346592793,0
21,5.1902605466379765e-09,0.9874211029009328,-0.10223243635266288,0.6034968098512573,0.0023309078319617644,257.7758479242358,0.40480756557828096,0
22,3.615330112062081e-09,1.5933992202237277,0.34365072888825315,0.5958901550546192,0.0021789688462246523,349.7742248915274,0.3367036808056253,0
23,4.077011343746433e-09,0.8384586027731897,-0.08037825542483375,0.578239266252098,0.004625231939747942,330.9224136266882,0.3445537885659255,0
24,4.503616731639517e-09,1.3716319172293374,0.08594128500072766,0.5813829188657225,0.003395377418348007,388.47450298358183,0.2639266492369149,0
25,1.1560181342818244e-08,0.7843761490622709,0.0895757098676175,0.5806732916592628,0.002753519039609228,463.93010002004775,0.20910292536862732,0
26,1.1187104216442997e-08,1.8855850932928067,0.2238275970930104,0.582210135754388,0.002429472647557794,444.78040743375306,0.19398705280035786,0
27,3.888882070875001e-09,2.1565087433437053,-0.18420363602099754,0.5885859058892356,0.0022152144724081235,428.98141314871145,0.299344983006863,0
28,7.07421384992583e-09,1.5375558412079808,0.11561158678675094,0.5971800158218846,0.001804744601464348,394.3918469934802,0.2696578497321255,0
29,8.412788290468002e-09,1.8639224673486032,0.057838920758150926,0.6055842697495365,0.0017618168596166485,323.5009452244272,0.3144685001453206,0
30,6.73639223117474e-09,0.9431305989055744,0.03899652128073455,0.6061038117465437,0.002153496415446,262.1731254052795,0.3719075499430399,0
31,6.952749816831958e-09,0.5582386698619631,0.08174155981908224,0.6077855737930209,0.002190038443870064,282.50467818596,0.31194895755244384,0
32,5.944049256813494e-09,0.2963101071291954,0.04932670516163306,0.6073565368410702,0.0020993056418914637,277.2432224078654,0.380491963097796,0
33,7.0873787671492085e-09,1.5728911980467792,-0.05143506112266235,0.6066597422625518,0.0017950868235665676,331.54207327809104,0.3612192782817306,0
34,6.274664772168914e-09,0.40831507040978215,0.03193257943753718,0.5892577008293204,0.002252268765321589,384.80707401957903,0.2768762907817187,0
