,IMF_Mean,IMF_Std,IMF_Kurtosis,IMF_Skew,Label
0,3.258726890152584e-09,9.53979558343318e-07,1.1685740464974297,0.05653555668023416,0
1,3.24475280511005e-09,1.2267832141511805e-06,7.642488337098285,0.15524186987479305,0
2,-1.9439064361155106e-08,1.2872542034235348e-06,5.999977582550372,0.06389326125955573,0
3,-1.9731901513614015e-09,1.4907183081161717e-06,6.131566600214446,0.0017527370311599265,0
4,-1.0600664417141011e-08,1.2041728439952026e-06,6.072993080095806,-0.09221702132763013,0
5,-3.920989873981379e-09,1.0880407000176048e-06,2.9948803845243765,-0.04985432935403026,0
6,3.1688818016365503e-10,1.3027114518193248e-06,3.7815015793740616,0.050704046270961325,0
7,-2.904790508341929e-09,1.1105611826457277e-06,5.446600806515901,0.035111963134237416,0
8,4.993333476543168e-09,1.1059731787114941e-06,4.96465124077917,0.12018849452914875,0
9,-1.3837597441993324e-09,9.905415965299476e-07,0.4637987927069678,0.040483651118770815,0
10,1.51098581900289e-09,1.347296629448349e-06,16.514264291241453,0.32358091955439866,0
11,-3.241896999707401e-09,1.0193516209210196e-06,2.484577285840841,0.06548813370555646,0
12,-2.0605184294693898e-09,1.2834365647443623e-06,4.06888286929023,-0.07774979183139476,0
13,-1.651969051996734e-08,1.180920150147842e-06,1.5029099165863895,0.03941884041646716,0
14,-1.6615942943705618e-08,1.071926061154192e-06,3.8687208750226154,-0.18982046843889702,0
15,-6.825191974015465e-09,1.2236780667253343e-06,7.996958592311852,0.05245929945878869,0
16,1.192307513966547e-09,1.064466395999928e-06,7.231614855254022,0.26531202597473524,0
17,-6.235720339337939e-09,1.106349565850963e-06,8.617726270605475,-0.0480077744195653,0
18,3.899562192795646e-09,1.0527569425023322e-06,3.270922108694334,0.027907742692767117,0
19,-1.2370150384358784e-09,1.266308614462443e-06,2.89615735772018,-0.014382445414650337,0
20,2.602502730604353e-09,1.0918366622621898e-06,2.8516300811769235,0.002402752289934552,0
21,-5.435554174295709e-10,1.1080094501140288e-06,2.8901768811262976,0.0035881802570849565,0
22,2.306907674800356e-09,1.2146877029850763e-06,3.0065483788944065,0.03922802415717646,0
23,-1.823424475123541e-08,1.1137849903866746e-06,4.690760246838875,-0.20302939055714325,0
24,-4.258305235805259e-09,1.196759998806186e-06,1.8734635682761984,0.02704151737341377,0
25,-6.498800353721152e-09,1.156566884875672e-06,3.852488155088896,0.05221976416399664,0
26,-3.30226254530566e-09,1.1173629178099443e-06,3.3376278768169034,0.038981590065621616,0
27,-8.194266541727476e-09,1.0331722784180113e-06,0.9766091063349918,-0.02690441407443565,0
28,-9.27824163540899e-09,9.708618809668859e-07,-0.8063327427245617,0.01481952974899974,0
29,2.705403910021648e-09,1.4234404871064663e-06,5.754658893338102,0.04508667837363568,0
30,6.197486354494525e-09,1.0283065284716757e-06,1.5238957179464918,0.032415944705209684,0
31,1.3268544152506469e-08,1.3963871592098058e-06,13.172104071048365,0.4329634865937757,0
32,-1.0200283615355212e-08,1.4580262562344304e-06,7.617633436812938,0.07770991123151587,0
33,-4.2665422463914055e-09,1.0781399725731064e-06,2.7488220326009394,0.03710233933056642,0
34,3.5554011195839637e-09,1.2407885367305098e-06,1.8492343169457124,0.015410206954429585,0
